Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
Urbanisation\30\01.bmp;40;53.417;61.4664;66.1293;912;851;779;742;703;689;661;608;486;457;322;226;214;175;166;82;73;73;73;191.18;180;52.066;54.8994;14;7;2;1;1;1;18;0;345;146;604;2080;669;475;118;389;2364;498;756;219;558;1874;437;433;285;402;1856;868;1;2;1
Urbanisation\30\01.bmp;41;51.4493;57.5481;66.1915;880;813;729;687;530;484;421;357;336;323;281;254;232;141;141;114;113;87;79;205.697;240;45.0511;54.2506;19;7;3;1;0;0;0;0;565;288;347;2360;284;708;311;266;2278;281;810;258;192;2275;309;704;209;402;2024;505;1;2;0
Urbanisation\30\01.bmp;42;56.0138;63.5812;69.7573;932;790;719;670;576;550;512;489;468;294;183;182;174;93;89;88;86;86;28;196.803;180;48.953;53.7562;21;14;7;2;2;2;0;0;849;243;475;1868;409;1063;179;194;2129;279;1295;489;209;1496;355;1527;212;189;1215;701;1;2;1
Urbanisation\30\01.bmp;43;80.4389;89.4274;88.3764;991;940;857;811;731;690;617;578;554;529;493;478;451;440;430;382;369;299;237;166.855;60;66.8612;124.846;24;8;3;3;2;1;0;0;1010;98;962;1217;557;1062;48;1070;1049;615;931;276;1522;548;567;1008;0;1922;405;509;1;2;1
Urbanisation\30\01.bmp;44;76.6605;94.6691;81.7492;917;825;743;668;644;631;595;499;456;435;381;371;367;305;180;172;119;83;24;152.932;180;58.4131;64.3815;13;7;2;1;1;1;11;0;597;15;894;1103;1235;741;7;955;882;1259;782;0;1108;722;1232;251;0;1738;431;1424;1;2;1
Urbanisation\30\01.bmp;45;66.3395;78.282;79.14;996;924;819;792;762;730;635;602;579;494;450;409;355;328;218;216;203;202;137;180.896;180;48.6449;48.7771;22;12;4;4;4;3;126;0;839;27;732;1601;645;1024;0;672;1359;789;1216;0;964;885;779;1549;0;1517;184;594;1;2;1
Urbanisation\30\01.bmp;46;72.2989;80.7786;84.666;957;902;816;771;709;683;630;596;530;511;501;477;410;382;325;311;278;211;144;186.349;223;55.5145;60.6952;30;14;4;6;5;4;0;0;1188;25;603;1393;635;1441;11;528;1153;711;1622;5;593;818;806;1373;0;1485;87;899;1;2;1
Urbanisation\30\01.bmp;47;60.795;73.6007;73.8626;955;861;724;693;583;549;495;472;444;430;350;308;300;202;157;155;80;80;79;181.824;180;48.3896;48.6739;20;10;4;1;1;0;83;0;729;59;564;1895;597;975;59;383;1891;536;1205;170;414;1402;653;1389;19;613;776;1047;1;2;1
Urbanisation\30\01.bmp;48;57.8169;69.6322;72.231;1031;960;843;799;721;675;510;457;351;306;247;212;153;152;126;102;99;42;42;185.295;223;48.3766;56.042;19;8;3;5;3;2;100;0;737;269;457;1802;579;1040;114;331;1686;673;1209;240;288;1504;603;1389;240;816;785;614;1;2;1
Urbanisation\30\01.bmp;49;65.1707;79.078;78.3642;970;924;886;803;736;685;620;561;470;461;381;310;267;259;224;223;216;208;193;175.62;180;46.3589;46.5654;16;8;4;2;2;2;69;0;704;26;715;1824;575;875;17;639;1710;603;808;341;630;1265;800;661;521;1375;826;461;1;2;1
Urbanisation\30\01.bmp;50;44.6889;52.9701;58.8905;899;801;675;617;503;423;326;250;232;132;64;22;0;0;0;0;0;0;0;195.89;180;44.0525;48.8234;9;4;2;1;1;1;104;0;210;279;419;2668;268;229;286;341;2592;396;383;395;235;2558;273;279;239;211;2638;477;1;2;0
Urbanisation\30\01.bmp;51;49.4589;56.2144;63.828;895;810;700;587;452;372;284;202;172;130;120;118;118;79;79;67;67;67;66;201.544;230;45.3895;48.864;24;10;3;6;5;3;0;0;639;391;479;1949;386;740;224;141;2457;282;906;563;145;1968;262;408;761;73;1594;1008;0;2;0
Urbanisation\30\01.bmp;52;43.2721;49.5385;60.0705;789;687;579;497;426;316;224;118;86;84;84;70;64;64;64;31;31;31;27;210.241;230;34.9568;38.4746;15;6;3;3;3;2;107;0;369;463;229;2591;192;463;349;123;2772;137;530;569;216;2384;145;602;302;211;2323;406;0;2;1
Urbanisation\30\01.bmp;53;65.8005;71.3161;78.5055;1027;972;751;701;615;527;492;431;325;290;183;165;95;88;68;56;33;5;5;193.533;224;59.4864;58.5067;19;13;5;3;3;2;0;0;905;208;494;1555;682;1200;192;356;1528;568;1330;466;429;940;679;1686;0;1115;416;627;2;2;1
Urbanisation\30\01.bmp;54;68.9917;75.8871;79.8715;991;927;830;759;720;586;553;547;541;468;431;412;278;271;179;177;151;136;135;181.675;180;63.5473;64.0145;18;10;3;1;1;1;51;0;746;52;783;1650;613;813;34;794;1492;711;744;35;1029;1256;780;730;0;2190;304;620;1;2;1
Urbanisation\30\01.bmp;55;76.2287;80.7706;85.0689;1037;950;878;811;748;703;671;644;626;534;491;364;306;262;240;195;152;98;60;173.804;240;76.6099;81.7954;45;15;7;6;3;3;90;0;1587;0;697;875;685;2059;0;220;804;761;2465;3;163;335;878;2061;0;1154;0;629;2;1;1
Urbanisation\30\01.bmp;56;70.0281;77.0307;83.4222;998;962;873;849;762;692;606;511;500;452;443;402;270;224;208;130;95;0;0;192.932;222;54.0215;56.6309;45;19;5;5;4;4;55;0;1848;80;533;911;472;2098;60;177;969;540;2768;76;253;345;402;3306;0;414;34;90;2;1;1
Urbanisation\30\01.bmp;57;56.2349;64.7003;71.1647;1029;951;809;721;661;588;557;414;357;324;197;167;133;129;107;103;80;48;43;193.511;222;50.2848;53.5532;24;10;4;6;4;3;100;0;922;410;535;1613;364;1143;204;234;1988;275;1423;333;200;1444;444;1515;575;364;729;661;1;2;1
Urbanisation\30\01.bmp;58;70.2144;81.9748;80.2706;1065;1033;962;939;877;844;809;756;630;609;575;453;421;412;361;335;246;126;95;165.984;180;56.5994;58.3096;26;13;5;8;5;3;85;0;1306;165;493;1349;531;1726;89;259;1242;528;1929;263;232;875;545;1918;315;720;654;237;1;1;1
Urbanisation\30\01.bmp;59;78.0718;86.7099;85.7784;1043;990;940;895;821;781;753;731;709;698;676;667;627;594;508;484;268;204;173;162.95;120;66.8715;79.4793;41;15;5;13;7;4;139;0;1604;17;587;873;763;1915;0;480;576;873;2089;11;615;204;925;1750;0;1423;109;562;1;1;1
Urbanisation\30\01.bmp;60;44.8884;50.7068;61.2867;832;718;596;555;454;407;341;282;234;220;146;100;98;85;64;30;20;20;1;209.652;230;37.9434;38.8166;13;7;3;8;6;3;66;0;605;382;245;2513;99;669;372;189;2513;101;783;441;39;2396;185;631;327;27;2351;508;1;2;1
Urbanisation\30\01.bmp;61;44.6889;51.179;58.6751;786;727;630;617;457;397;346;313;216;195;95;94;93;92;91;91;89;89;88;199.64;212;47.7449;46.8362;11;6;3;3;1;1;4;0;262;323;393;2665;201;318;246;137;2966;177;429;669;102;2438;206;123;429;10;2315;967;0;2;1
Urbanisation\30\01.bmp;62;52.526;60.3273;65.6967;860;799;745;687;601;545;354;326;225;221;174;127;119;87;85;85;85;85;65;191.909;180;48.9321;52.1027;11;7;3;3;3;2;190;0;314;206;567;2422;335;355;150;618;2359;362;489;263;559;2204;329;164;156;473;2154;897;0;2;1
Urbanisation\30\01.bmp;63;74.7586;79.4066;84.6707;1006;938;866;835;718;662;591;543;493;473;408;343;331;291;279;252;221;142;136;178.418;236;76.2083;74.0568;34;13;6;2;1;0;0;0;1226;58;997;949;614;1600;34;653;818;739;1728;47;614;560;895;1566;0;1808;79;391;1;1;1
Urbanisation\30\01.bmp;64;83.3725;87.4519;90.7661;1018;954;886;840;779;718;680;617;548;515;464;443;399;344;307;305;271;228;109;163.149;60;83.3126;127.301;25;12;4;0;0;0;23;0;792;33;1178;1040;801;797;34;1271;807;935;792;49;1670;731;602;474;4;2263;462;641;1;1;1
Urbanisation\30\01.bmp;65;74.6488;82.1082;85.5911;1040;994;893;798;765;702;590;582;479;425;341;296;275;260;229;227;69;66;62;179.136;180;63.2528;63.2587;35;16;6;9;7;3;90;0;1393;0;684;1195;572;1709;0;540;1000;595;1990;5;444;614;791;1958;0;1504;104;278;2;1;1
Urbanisation\30\01.bmp;66;60.9537;71.5057;75.0656;1006;960;898;839;709;639;569;472;426;417;335;315;293;165;134;116;114;85;84;185.776;180;48.6022;49.494;28;14;4;12;8;4;0;0;1031;87;480;1822;424;1330;26;315;1693;480;1705;252;286;1099;502;2438;207;343;608;248;1;2;1
Urbanisation\30\01.bmp;67;71.8754;86.5031;80.9745;985;923;872;848;816;778;718;676;671;618;550;534;503;455;406;394;347;256;253;163.999;120;56.5534;71.6567;23;9;3;2;2;1;32;0;900;95;811;1245;793;954;41;944;1175;730;1136;31;990;913;774;1141;0;1268;431;1004;1;2;1
Urbanisation\30\01.bmp;68;51.7071;65.4113;67.0403;872;756;677;629;539;491;481;460;440;434;308;292;212;180;170;150;145;117;114;183.66;222;42.9542;54.6504;15;7;3;2;2;1;4;0;449;451;501;1894;549;563;271;257;2247;506;669;542;308;1720;605;777;471;339;1588;669;1;2;0
Urbanisation\30\01.bmp;69;66.956;76.3923;78.2128;1041;1013;929;855;800;706;561;522;439;435;391;359;323;313;252;182;139;69;66;176.4;180;58.0649;58.1764;37;14;7;7;6;4;124;0;1342;23;538;1254;687;1694;0;193;1159;798;2265;0;323;518;738;2982;0;503;0;359;1;1;1
Urbanisation\30\01.bmp;70;72.6696;76.8481;81.5104;1042;988;942;911;772;638;555;466;388;346;337;271;242;204;197;193;173;150;142;176.392;236;79.3673;78.6142;31;15;5;5;4;3;0;0;1360;84;465;1304;631;1767;32;190;1226;629;2171;200;236;673;564;1948;99;715;293;789;2;2;1
Urbanisation\30\01.bmp;71;60.6961;67.6902;72.1277;982;954;846;773;642;623;493;486;431;391;311;299;215;212;193;191;188;130;127;184.698;180;60.5614;61.9486;12;7;3;1;1;1;22;0;503;182;624;1934;601;566;181;491;1804;802;502;329;520;1542;951;382;131;1134;1518;679;1;2;0
Urbanisation\30\01.bmp;72;68.3629;74.4097;78.5479;1041;987;907;864;771;716;624;556;484;446;316;231;214;168;113;106;87;74;70;181.126;236;69.4363;71.4644;25;14;5;3;3;3;53;0;1161;80;606;1220;777;1429;25;221;1481;688;1704;79;156;952;953;1475;47;687;103;1532;2;2;1
Urbanisation\30\01.bmp;73;68.8855;74.4784;79.6839;1039;982;867;778;658;559;519;378;302;300;200;143;105;73;62;37;32;32;32;183.764;212;66.5123;63.3815;25;13;4;4;4;2;32;0;908;0;628;1594;714;1017;0;444;1365;1018;1105;0;230;1180;1329;2066;0;1308;32;438;2;2;1
Urbanisation\30\01.bmp;74;82.3574;87.7261;91.4277;987;910;792;718;683;647;599;579;553;529;496;462;429;366;301;297;221;216;179;170.08;212;75.7039;75.6892;23;13;7;2;2;1;13;0;834;24;1050;1168;768;822;25;1140;1042;815;776;52;1318;874;824;716;5;1919;505;699;1;1;1
Urbanisation\30\01.bmp;75;68.7997;78.7677;78.5221;1082;1046;992;932;805;766;677;612;505;449;350;293;228;166;130;105;80;80;80;167.471;180;63.8961;65.1133;22;9;5;5;4;2;6;0;740;2;568;2043;491;755;7;720;1715;647;601;39;977;1330;897;760;0;1411;404;1269;1;2;1
Urbanisation\30\01.bmp;76;67.6883;76.1301;76.0598;1058;1018;960;899;830;751;674;545;512;465;370;317;279;209;103;98;97;77;76;164.538;184;67.613;69.5124;31;14;5;11;9;5;129;0;1393;50;397;1670;334;1848;12;123;1532;329;2123;84;70;1154;413;3054;0;153;99;538;1;1;1
Urbanisation\30\01.bmp;77;70.2255;77.0476;78.296;1031;996;924;874;813;787;680;651;634;613;601;555;526;477;328;284;264;236;231;164.686;240;73.1093;85.0059;31;12;5;8;4;3;44;0;1098;69;559;1611;507;1460;32;396;1464;492;1707;61;547;969;560;2026;0;740;400;678;2;1;1
Urbanisation\30\01.bmp;78;56.4123;65.7734;69.3725;1038;996;903;792;745;683;611;500;477;439;300;287;205;53;53;52;50;50;24;180.2;222;62.0062;64.4534;16;6;4;2;2;2;132;0;506;353;511;2016;458;604;174;334;2225;507;798;260;290;1937;559;492;401;324;1949;678;1;2;1
Urbanisation\30\01.bmp;79;57.8457;70.4776;71.8559;950;897;743;701;650;624;591;572;521;455;374;343;315;177;175;118;88;87;64;180.891;222;48.2262;59.8268;19;9;3;1;1;1;40;0;740;301;469;1796;538;924;206;288;1960;466;1151;494;237;1488;474;1270;600;466;972;536;1;2;1
Urbanisation\30\01.bmp;80;77.7216;83.8208;85.871;1056;1010;933;875;816;747;589;539;476;445;382;297;262;243;241;237;204;168;104;170.042;120;74.0525;89.0092;32;16;6;8;8;5;109;0;1430;28;647;913;826;1876;10;423;790;745;2185;34;422;513;690;1637;0;1432;16;759;2;1;1
Urbanisation\30\01.bmp;81;76.5208;81.5466;84.6108;1041;1002;932;915;846;793;735;714;613;601;456;372;334;269;255;244;232;230;200;170.957;180;78.8609;79.3777;29;13;5;4;3;1;25;0;942;0;770;1024;1108;1206;0;440;812;1386;1457;0;451;694;1242;1296;0;1780;0;768;2;1;1
Urbanisation\30\01.bmp;82;71.9974;75.8845;81.5806;1054;1003;909;873;757;559;516;465;347;270;216;170;123;104;80;77;31;31;31;186.342;236;73.9225;68.5863;27;15;8;5;5;4;102;0;1090;0;788;1088;878;1403;0;151;1251;1039;1727;0;110;828;1179;1699;0;1038;0;1107;2;2;1
Urbanisation\30\01.bmp;83;82.2854;86.9386;91.2235;1031;983;901;836;718;667;566;552;498;459;403;354;332;311;281;277;269;245;213;173.432;236;77.2618;81.797;28;13;4;2;1;1;118;0;1612;0;683;942;607;1743;0;324;826;951;1985;0;302;444;1113;2079;0;1504;0;261;1;1;1
Urbanisation\30\01.bmp;84;72.7146;79.3005;82.8538;1057;1009;919;836;768;732;680;506;467;394;322;265;264;233;218;214;198;192;154;176.856;180;68.273;68.3454;29;11;5;2;2;2;98;0;1130;28;513;1710;463;1371;1;344;1483;645;1512;24;325;1081;902;1929;0;1090;72;753;1;2;1
Urbanisation\30\01.bmp;85;71.0489;79.5702;82.3171;985;927;817;776;719;642;552;539;516;459;423;390;367;313;241;199;175;164;119;177.19;180;60.1577;60.2233;32;11;4;6;5;2;0;0;1122;17;666;1231;808;1452;26;473;986;907;1633;27;525;734;925;1898;0;1147;113;686;2;2;1
Urbanisation\30\01.bmp;86;76.968;84.4995;86.2094;1014;953;888;871;814;786;715;667;642;572;526;435;368;365;354;340;332;302;295;171.419;120;65.5501;83.315;32;15;5;10;8;3;47;0;1420;41;692;1147;544;1581;44;594;1081;544;1760;71;677;669;667;1344;34;1748;387;331;1;1;1
Urbanisation\30\01.bmp;87;74.0682;83.2386;83.7674;1067;994;945;908;831;820;802;769;738;728;661;630;585;559;397;341;290;229;118;171.696;180;62.3908;62.9411;23;11;4;3;3;2;107;0;963;5;822;1347;707;1321;0;720;1020;783;1522;0;642;621;1059;884;0;2228;59;673;1;2;1
Urbanisation\30\01.bmp;88;70.0224;78.0411;79.2099;1029;999;966;908;840;805;751;652;595;584;519;506;486;408;395;370;239;70;69;167.38;180;69.1763;70.3184;33;16;7;3;3;3;0;0;1219;24;508;1415;678;1436;35;330;1255;788;1505;148;323;896;972;1428;85;962;638;731;1;2;1
Urbanisation\30\01.bmp;89;44.1236;59.8881;60.7206;953;817;766;693;586;536;507;372;292;288;251;160;150;105;102;88;61;61;22;184.573;222;32.8191;49.4776;1;0;0;0;0;0;0;0;56;496;408;2593;291;61;306;269;2911;297;83;390;282;2780;309;106;432;94;2745;467;0;2;0
Urbanisation\30\01.bmp;90;80.0294;88.046;85.3288;1011;972;827;782;706;645;545;529;489;437;355;301;274;256;232;232;191;99;81;155.591;120;75.5413;82.8262;21;9;3;6;4;3;13;0;770;0;1095;984;995;893;0;671;1148;1132;1008;3;845;742;1246;1115;0;1239;871;619;1;2;1
Urbanisation\30\01.bmp;91;84.776;89.6813;91.206;1020;984;909;842;790;696;577;557;497;415;392;385;344;234;216;111;109;82;47;161.517;180;80.3596;82.4866;29;14;4;4;4;2;93;0;1289;0;721;909;925;1623;0;627;574;1020;1743;0;816;403;882;928;0;2581;0;335;2;2;1
Urbanisation\30\01.bmp;92;82.7128;87.1522;89.975;997;951;843;796;758;685;618;575;554;543;520;511;480;415;339;328;306;215;203;167.235;60;80.8161;129.224;27;14;5;0;0;0;34;0;1100;0;702;1250;792;1245;0;581;839;1179;1329;0;617;770;1128;1668;0;1912;3;261;2;2;1
Urbanisation\30\01.bmp;93;75.2196;82.9446;82.7037;1036;980;917;866;797;729;652;586;533;479;389;353;271;248;133;89;82;82;82;164.286;180;69.1007;70.8653;30;11;6;4;4;4;33;0;955;0;577;1529;783;1005;0;487;1025;1327;962;0;610;572;1700;935;0;1843;0;1066;1;2;1
Urbanisation\30\01.bmp;94;75.2862;80.9716;83.4501;977;942;877;786;717;623;567;513;466;427;400;381;344;284;275;241;186;13;13;168.823;180;77.337;78.1408;32;16;6;2;2;2;77;0;858;8;561;1599;818;904;0;491;1279;1170;885;68;613;886;1392;784;0;1640;396;1024;2;1;1
Urbanisation\30\01.bmp;95;74.1946;82.6309;83.9566;974;927;846;820;761;722;688;645;632;598;574;524;520;432;387;310;304;187;125;172.855;120;64.1424;83.1182;25;9;5;6;6;2;0;0;932;6;728;1317;861;1098;0;553;1174;1019;1158;0;547;792;1347;1067;0;1321;152;1304;1;1;1
Urbanisation\30\01.bmp;96;65.4995;78.8096;76.922;1008;973;930;898;770;706;671;614;474;309;267;262;230;224;197;163;125;89;86;170.917;184;49.5973;50.9423;25;9;5;2;2;2;8;0;775;69;633;1558;809;1075;52;463;1363;891;1249;72;616;1020;887;1153;0;1207;602;882;1;2;0
Urbanisation\30\01.bmp;97;81.7276;88.3965;87.0143;1016;962;911;861;825;798;733;634;582;578;476;420;391;362;252;249;145;119;119;154.225;180;76.4135;80.6446;40;15;6;4;3;3;62;0;1545;5;644;889;761;1962;0;439;592;851;2108;0;420;418;898;805;0;2395;54;590;2;2;1
Urbanisation\30\01.bmp;98;72.5567;98.0182;79.8759;757;625;525;462;423;393;377;330;284;255;225;225;205;169;168;164;129;121;121;147.454;122;37.5357;45.3544;4;1;1;0;0;0;0;0;115;1;493;1014;2221;184;0;374;1029;2257;195;0;521;845;2283;579;0;451;362;2452;0;2;0
Urbanisation\30\01.bmp;99;61.6251;84.7698;71.9984;534;389;194;183;154;149;131;117;117;115;115;115;115;114;114;114;114;55;0;159.305;125;40.7776;53.2912;0;0;0;0;0;0;0;0;0;523;414;1078;1829;0;351;403;1233;1857;0;233;367;1339;1905;0;459;21;1466;1898;0;2;0
Urbanisation\31\01.bmp;0;70.6811;75.718;80.3078;974;944;847;765;687;608;563;492;401;400;364;352;320;319;309;287;251;248;225;185.052;240;72.998;74.4651;35;15;6;11;8;4;70;0;1737;0;358;1196;553;1729;6;304;1079;726;1453;5;638;788;960;1846;15;684;441;858;1;2;1
Urbanisation\31\01.bmp;1;84.046;88.5143;94.3195;1045;1027;978;932;809;750;690;653;605;576;518;445;433;399;303;283;280;199;166;190.135;240;68.5785;73.3988;47;15;6;12;9;6;356;0;2151;4;644;679;366;2308;3;619;422;492;2141;0;900;362;441;1905;4;1626;26;283;2;1;1
Urbanisation\31\01.bmp;2;98.4971;100.066;102.745;1015;980;906;861;812;786;739;645;621;571;516;505;485;462;409;357;313;312;261;169.365;240;89.4163;94.9204;37;17;3;5;4;2;582;0;1813;20;1030;633;348;1767;14;1191;289;583;1663;0;1319;201;661;851;0;2261;67;665;2;1;1
Urbanisation\31\01.bmp;3;87.2942;102.804;95.3117;987;927;845;786;767;710;622;597;530;523;493;465;342;319;302;290;250;250;235;164.788;140;52.2769;57.8574;18;12;4;5;4;2;247;0;633;7;1364;995;845;617;27;1121;633;1446;721;27;1226;677;1193;536;222;1045;918;1123;1;2;1
Urbanisation\31\01.bmp;4;147.275;159.385;145.129;742;692;549;438;393;314;284;276;262;262;221;141;134;131;131;126;123;121;98;111.944;120;48.6149;49.278;5;3;2;0;0;0;0;0;462;156;2386;14;826;443;148;2617;12;624;491;225;2467;0;661;800;115;1780;0;1149;1;1;0
Urbanisation\31\01.bmp;5;77.5908;84.1041;87.6033;995;905;821;774;707;582;526;522;493;455;438;432;392;385;329;301;296;245;218;176.842;240;70.9034;83.9916;26;13;5;3;2;2;15;0;1142;50;636;1404;612;1101;81;541;1170;951;1031;111;695;959;1048;1089;5;650;494;1606;1;1;1
Urbanisation\31\01.bmp;6;66.2784;71.0328;78.7164;1001;949;866;786;674;602;569;495;444;397;336;242;235;231;186;179;150;150;144;192.411;240;66.9282;67.5399;41;14;5;7;4;3;84;0;1570;0;455;1317;502;1615;0;355;1135;739;1385;0;498;1157;804;1738;0;1089;590;427;2;1;1
Urbanisation\31\01.bmp;7;43.9904;53.7354;58.8515;961;880;812;755;649;616;490;441;418;364;205;117;62;6;0;0;0;0;0;194.793;180;37.3652;41.3769;9;7;2;0;0;0;64;0;164;0;116;3010;554;248;0;74;2686;836;214;0;208;2573;849;272;7;294;2445;826;1;2;0
Urbanisation\31\01.bmp;8;67.5864;73.4004;77.4204;1006;960;878;753;672;631;566;516;506;442;346;335;265;259;195;192;169;69;38;172.777;240;78.0816;81.1876;40;16;8;15;9;5;0;0;1752;0;181;1349;562;1833;0;175;1193;643;1504;0;518;1093;729;1793;0;276;820;955;2;1;1
Urbanisation\31\01.bmp;9;40.4438;47.8837;57.3018;829;747;663;636;575;482;403;331;245;177;146;126;50;50;50;45;45;44;14;205.922;234;36.9181;42.931;9;6;2;1;1;0;5;0;329;0;49;3159;307;319;0;35;3017;473;218;0;67;2992;567;501;0;64;2679;600;1;2;0
Urbanisation\31\01.bmp;10;82.3111;87.5531;92.4623;1016;983;948;920;885;866;826;774;677;660;581;561;494;483;379;360;359;301;228;189.282;240;65.7008;71.8975;41;17;6;13;9;6;577;0;1980;0;687;865;312;2042;0;653;678;471;1831;0;1161;517;335;1359;0;1520;64;901;2;1;1
Urbanisation\31\01.bmp;11;81.6158;87.3247;89.0845;1043;1005;954;932;893;835;780;723;675;600;574;550;511;474;403;377;359;330;275;173.193;240;76.4516;87.7361;43;18;6;9;7;4;646;0;1578;0;731;1073;462;1732;0;686;755;671;1409;0;1093;457;885;1199;0;1419;55;1171;1;2;1
Urbanisation\31\01.bmp;12;76.2458;81.6881;84.0336;1018;989;939;878;799;706;649;625;569;490;438;406;401;345;292;269;227;205;147;178.659;240;75.5366;82.7981;34;15;7;13;6;3;67;0;1671;0;447;1237;489;1793;0;358;1010;683;1632;0;647;687;878;1814;0;945;0;1085;2;1;1
Urbanisation\31\01.bmp;13;88.2157;92.0468;98.9136;923;899;830;774;715;691;657;617;591;524;471;447;420;391;359;341;308;266;261;193.641;240;67.0925;73.169;23;11;4;3;2;2;78;0;1230;2;705;1554;353;1330;0;668;1070;776;1285;0;831;810;918;1282;104;1642;171;645;1;1;1
Urbanisation\31\01.bmp;14;112.587;131.813;113.124;909;863;749;625;492;444;404;393;392;387;379;367;365;363;361;351;346;327;292;138.248;117;55.586;59.4764;18;10;3;2;2;2;0;0;846;58;1088;159;1693;947;153;891;81;1772;958;337;857;34;1658;914;519;787;0;1624;0;2;0
Urbanisation\31\01.bmp;15;88.2248;114.904;88.6743;780;601;344;250;217;200;131;131;130;92;92;92;92;92;92;92;92;92;92;134.105;120;45.3378;47.3705;9;6;2;3;3;1;0;0;378;0;83;401;2982;394;0;130;231;3089;204;0;229;222;3189;387;0;141;213;3103;0;2;0
Urbanisation\31\01.bmp;16;66.8621;71.3606;79.0884;1047;988;887;815;755;712;569;497;429;301;182;162;152;134;112;112;110;108;91;188.111;240;69.999;68.9763;36;14;6;5;4;2;121;0;1712;0;271;1290;571;2032;0;179;956;677;1711;0;452;855;826;2779;0;186;183;696;2;1;1
Urbanisation\31\01.bmp;17;48.3463;55.8153;63.9266;892;847;771;615;552;479;384;313;252;240;149;105;94;90;70;37;0;0;0;202.472;180;41.3512;50.3489;17;7;2;6;4;1;61;0;836;0;29;2684;295;925;0;34;2505;380;864;0;111;2404;465;1141;0;80;1882;741;1;2;0
Urbanisation\31\01.bmp;18;51.2297;60.4779;63.9069;983;879;845;797;709;558;454;381;313;290;190;147;112;112;110;110;110;110;106;185.739;180;52.1997;53.5485;23;10;3;6;4;2;81;0;777;0;85;2316;666;815;0;75;2076;878;515;0;173;2132;1024;727;0;0;2286;831;1;2;1
Urbanisation\31\01.bmp;19;39.7929;44.8262;56.6756;770;644;577;452;387;331;74;14;0;0;0;0;0;0;0;0;0;0;0;215.572;234;31.2941;33.1368;14;6;3;4;3;2;135;0;691;0;31;2575;547;792;0;11;2507;534;676;0;9;2570;589;1546;0;0;2137;161;1;2;0
Urbanisation\31\01.bmp;20;66.8639;74.9321;77.8538;1009;961;879;835;811;665;634;585;564;476;384;371;330;315;245;212;191;150;103;183.109;240;62.9007;74.6883;33;14;5;9;6;4;0;0;1121;10;552;1587;574;1142;0;426;1235;1041;799;0;667;880;1498;48;0;509;442;2845;1;2;0
Urbanisation\31\01.bmp;21;67.9394;75.4443;79.4037;1003;973;924;896;875;746;707;612;570;528;459;457;448;431;387;353;306;173;131;187.251;240;59.5354;71.8637;21;9;4;4;3;2;444;0;831;0;485;2167;361;709;0;371;1823;941;466;0;534;1602;1242;210;0;1035;864;1735;1;2;1
Urbanisation\31\01.bmp;22;71.5031;77.6694;80.7856;1040;974;912;854;768;689;598;531;464;426;409;398;339;294;237;231;211;184;95;184.805;240;69.4511;76.0586;27;14;5;3;3;2;0;0;1285;0;425;1644;490;1449;0;308;1106;981;1310;0;539;709;1286;1254;0;820;262;1508;1;2;1
Urbanisation\31\01.bmp;23;81.9969;85.2089;91.1743;970;924;889;867;827;783;712;678;655;566;527;466;368;297;296;248;244;199;168;197.566;240;67.6574;69.0234;35;17;5;7;6;3;80;0;1582;7;798;1031;426;1933;11;567;568;765;1796;0;828;362;858;1679;55;1104;60;946;2;1;1
Urbanisation\31\01.bmp;24;138.594;143.586;140.703;955;941;891;841;811;779;746;737;721;718;717;708;691;675;661;615;605;599;547;160.414;240;75.7779;103.066;41;15;5;5;3;2;0;0;1783;28;1689;86;258;1664;2;1879;12;287;1989;0;1735;0;120;2770;5;975;0;94;2;1;1
Urbanisation\31\01.bmp;25;108.709;134.179;105.541;883;645;492;325;289;272;209;208;205;194;189;188;180;163;162;162;153;152;140;110.004;120;33.5737;35.217;8;5;2;1;1;0;0;0;621;195;1184;26;1818;767;147;887;5;2038;856;111;780;0;2097;499;388;50;0;2907;0;2;0
Urbanisation\31\01.bmp;26;72.1501;79.1566;83.1296;1025;968;842;804;724;605;499;384;352;338;327;308;291;276;251;249;248;242;238;183.532;240;66.2226;76.8463;27;15;6;6;5;3;0;0;1161;74;676;1106;827;1312;86;592;631;1223;951;117;897;812;1067;2020;240;510;64;1010;1;2;1
